author_id,target_type,target_id,target,context,rating,content,status,is_historical,instructor,term,course_code,source_row,source_column,source_workbook
legacy:e1056219f0ca8ca9f8bfb5a773b6ffbd3d02a9cb,course,cuhksz_course_fin4120,固定收益证券分析,"Chen,Si · 历史评价（学期未注明）",,课程容量巨大且都非常硬核，数学推导和公式很多，作业基本都要编程（R语言），考试无CP难顶，但A率比较高,published,True,"Chen,Si",历史评价（学期未注明）,FIN4120,147,D,课程评价.xlsx
legacy:b7a9b22ad8a6f1ca7fe052f4fa750ad10832b5b3,course,cuhksz_course_fin4210,公司金融学,"Chen, Siyi · 历史评价（学期未注明）",,蔡老师yyds,published,True,"Chen, Siyi",历史评价（学期未注明）,FIN4210,148,O,课程评价.xlsx
legacy:0fa5acb12e68fc69d732eee56fa8a017adb807cf,course,cuhksz_course_fin4210,公司金融学,"Chen, Siyi · 历史评价（学期未注明）",,讲得真的非常好，老师懂得很多。,published,True,"Chen, Siyi",历史评价（学期未注明）,FIN4210,148,P,课程评价.xlsx
legacy:51a4744dc4ba2473d430068d25d2f26c06ca7efe,course,cuhksz_course_frn1001,法语（一),TAN Xiaoying · 历史评价（学期未注明）,,30~35,published,True,TAN Xiaoying,历史评价（学期未注明）,FRN1001,150,C,课程评价.xlsx
legacy:cd899f11c946b92ee1c93307d8de1c57b67f95f6,course,cuhksz_course_frn1002,法语（二）,TAN Xiaoying · 历史评价（学期未注明）,,30~35,published,True,TAN Xiaoying,历史评价（学期未注明）,FRN1002,150,C,课程评价.xlsx
legacy:556007a6fc3beaa28ce7febfbe4848c9a9737922,course,cuhksz_course_frn1001,法语（一),TAN Xiaoying · 历史评价（学期未注明）,,谭晓莹yyds我已经说腻了，跟着美女老师快乐学二外。这课唯一的缺点就是抢不上。,published,True,TAN Xiaoying,历史评价（学期未注明）,FRN1001,150,D,课程评价.xlsx
legacy:f4a267c0a3408f9efcb24af36b3be234dd2cdd95,course,cuhksz_course_frn1002,法语（二）,TAN Xiaoying · 历史评价（学期未注明）,,谭晓莹yyds我已经说腻了，跟着美女老师快乐学二外。这课唯一的缺点就是抢不上。,published,True,TAN Xiaoying,历史评价（学期未注明）,FRN1002,150,D,课程评价.xlsx
legacy:4d762fb190173660664a0d3b826bbe1faaebefb9,course,cuhksz_course_frn1001,法语（一),TAN Xiaoying · 历史评价（学期未注明）,,老师人很好相处，幽默随和，课堂氛围也很棒，但上课的PPT不会发，quiz要看文本。,published,True,TAN Xiaoying,历史评价（学期未注明）,FRN1001,150,O,课程评价.xlsx
legacy:1c50d2e36293d871c150798642575e6c54835dea,course,cuhksz_course_frn1002,法语（二）,TAN Xiaoying · 历史评价（学期未注明）,,老师人很好相处，幽默随和，课堂氛围也很棒，但上课的PPT不会发，quiz要看文本。,published,True,TAN Xiaoying,历史评价（学期未注明）,FRN1002,150,O,课程评价.xlsx
legacy:270bc4994918f03530ebe7b4563698cfe139f02a,course,cuhksz_course_gea2000,中国近现代历史与文化,Chang Liu · 历史评价（学期未注明）,,超级牛逼的教授，人很好很耐心,published,True,Chang Liu,历史评价（学期未注明）,GEA2000,151,C,课程评价.xlsx
legacy:e8576137dcf6830f61f46c7a147109da705e9496,course,cuhksz_course_gea2000,中国近现代历史与文化,Chang Liu · 历史评价（学期未注明）,,老师很温柔很耐心 给分也还不错 tp之前可以约咨询 老师会给比较详尽的指导 平时的阅读材料认真读的话耗时比较长 但是对上课的用处比较大 tut是老师安排的小组pre 要和队友打好关系,published,True,Chang Liu,历史评价（学期未注明）,GEA2000,151,D,课程评价.xlsx
legacy:47a0bb3fe653f9e3b65c1bb16d3a4e826cf415dc,course,cuhksz_course_gea2000,中国近现代历史与文化,"Chen, Bin · 历史评价（学期未注明）",,34.5(秋),published,True,"Chen, Bin",历史评价（学期未注明）,GEA2000,152,C,课程评价.xlsx
legacy:5c550e62eb624f94ff463da93c95946e7d7190ee,course,cuhksz_course_gea2000,中国近现代历史与文化,"Chen, Bin · 历史评价（学期未注明）",,英文课 有点困、、、,published,True,"Chen, Bin",历史评价（学期未注明）,GEA2000,152,D,课程评价.xlsx
legacy:65ea346a0aeb53ffabe3f6f570532cf4e3a0db08,course,cuhksz_course_gea2000,中国近现代历史与文化,"Chen, Bin · 历史评价（学期未注明）",,人还行，就是讲课有点犯困，但是听不听课不影响成绩..,published,True,"Chen, Bin",历史评价（学期未注明）,GEA2000,152,E,课程评价.xlsx
legacy:07cf8c6a8cdeeed8a030a46caad0d31408b5023c,course,cuhksz_course_gea2000,中国近现代历史与文化,"Chen, Bin · 历史评价（学期未注明）",,chenbin暑课教的是英文……上课的话会有课件以外的一些延伸 课件期中之前发一次期末之前发一次 因为是英语感觉专业性（一些事件和术语）方面没有很强 人很好下课有问题找他去探讨都会很热心 但paper格式要求感觉要求阐述不是很清楚 暑课没有quiz这方面帮不到了x,published,True,"Chen, Bin",历史评价（学期未注明）,GEA2000,152,F,课程评价.xlsx
legacy:8bea3ee00109b06342ef9fe33262ba030acd6afa,course,cuhksz_course_gea2000,中国近现代历史与文化,Li xiaoyu · 历史评价（学期未注明）,,我觉得老师讲课很好，对学生要求比较高,published,True,Li xiaoyu,历史评价（学期未注明）,GEA2000,153,D,课程评价.xlsx
legacy:ab496fc21a9d1123b105027d6c724698202ad9b6,course,cuhksz_course_gea2000,中国近现代历史与文化,Li xiaoyu · 历史评价（学期未注明）,,老师很好说话www也很温柔，喜欢,published,True,Li xiaoyu,历史评价（学期未注明）,GEA2000,153,E,课程评价.xlsx
legacy:9ec2b9c8a739fe3da967617f70c3d80dbe4b92e5,course,cuhksz_course_gea2000,中国近现代历史与文化,Maodi · 历史评价（学期未注明）,,我觉得wl正常 反正gea每个老师都是一样的 毛迪教授人超好 pre是手把手教给修改意见，虽然上课略无聊但是也还不至于睡觉 期末论文认真写分很高,published,True,Maodi,历史评价（学期未注明）,GEA2000,154,D,课程评价.xlsx
legacy:23d92d5d9fe982789be70c2231324697936f1ee8,course,cuhksz_course_gea2000,中国近现代历史与文化,Qin Chen · 历史评价（学期未注明）,,上课中规中矩 给分都挺高的 等级分数差不大,published,True,Qin Chen,历史评价（学期未注明）,GEA2000,155,D,课程评价.xlsx
legacy:399d9e8ebe999b4350323ca236a9702a2c641114,course,cuhksz_course_gea2000,中国近现代历史与文化,Zhao Ruijuan · 历史评价（学期未注明）,,龙大元老级老师，讲的还是很不错的，很多互动。一次pre两次quiz一篇tp，相对而言wl不算大。,published,True,Zhao Ruijuan,历史评价（学期未注明）,GEA2000,156,D,课程评价.xlsx
legacy:8b443d3025454d16a95e508e59254addc3657e56,course,cuhksz_course_geb2001,探秘量子世界,未注明教师 · 历史评价（学期未注明）,,wl和给分怎么样啊,published,True,未注明教师,历史评价（学期未注明）,GEB2001,157,C,课程评价.xlsx
legacy:ab363b38dc1596edaf33beff151a72d6bf9c379e,course,cuhksz_course_geb2001,探秘量子世界,未注明教师 · 历史评价（学期未注明）,,给分好，wl只有一次pre+期中期末，比较简单，可以冲,published,True,未注明教师,历史评价（学期未注明）,GEB2001,157,D,课程评价.xlsx
legacy:a4223b2d1d3d6c0e3762d34212c024c41a0415e8,course,cuhksz_course_geb2001,探秘量子世界,未注明教师 · 历史评价（学期未注明）,,没有paper，wl比较小，但是老师比较严格，会随机点人回答问题，i人不太友好,published,True,未注明教师,历史评价（学期未注明）,GEB2001,157,E,课程评价.xlsx
legacy:293755fce1f5d30ea471d65910761359e1d952ff,course,cuhksz_course_geb2110,一瞥纳米世界,Ji Zuowei · 历史评价（学期未注明）,,期中期末两次考试 一次pre 要签到然后tutorial会记participation tutorial是后半学期才有 lecture有点无聊,published,True,Ji Zuowei,历史评价（学期未注明）,GEB2110,158,D,课程评价.xlsx
legacy:1e89a6201828de028745accb9073589d13069cfb,course,cuhksz_course_geb2110,一瞥纳米世界,Ji Zuowei · 历史评价（学期未注明）,,pre要二十几分钟还要被同学盘问…虽然A率40但还是没什么上的欲望。,published,True,Ji Zuowei,历史评价（学期未注明）,GEB2110,158,F,课程评价.xlsx
legacy:e773f3958651fb02c3477516e08a8c3ad1c04ce9,course,cuhksz_course_geb2203,向可持续未来转型,Li Mo · 历史评价（学期未注明）,,上过gfn 讲的很好 美女老师很温柔,published,True,Li Mo,历史评价（学期未注明）,GEB2203,160,D,课程评价.xlsx
legacy:e77f654dc422b4318d16db37c4d35f44286575fc,course,cuhksz_course_geb2203,向可持续未来转型,Li Mo · 历史评价（学期未注明）,,a率39.3,published,True,Li Mo,历史评价（学期未注明）,GEB2203,160,E,课程评价.xlsx
legacy:cd57ce118c524604e08fcaa5a5a200de3c6dac31,course,cuhksz_course_geb2205,地学遗产,"Zuo, Xuruan · 历史评价（学期未注明）",,老师很nice有趣！,published,True,"Zuo, Xuruan",历史评价（学期未注明）,GEB2205,161,D,课程评价.xlsx
legacy:b3557d5b1719da621b590d35b251fc88d08b80eb,course,cuhksz_course_geb2205,地学遗产,"Zuo, Xuruan · 历史评价（学期未注明）",,上过GFN，老师是学地质的小姐姐，本人因为喜欢地理下课经常和老师聊天，人很好也很有趣，讲课比较中规中矩,published,True,"Zuo, Xuruan",历史评价（学期未注明）,GEB2205,161,E,课程评价.xlsx
legacy:e90e8e13366d26dd60b7109dc1ccfc6fdc213bd1,course,cuhksz_course_geb2205,地学遗产,"Zuo, Xuruan · 历史评价（学期未注明）",,正在上她的这门暑课！讲课就是中规中矩，内容本身不难，自己看ppt就可以看懂，人很好交流会很放松。A率暂时还不知道……希望好一点吧orz,published,True,"Zuo, Xuruan",历史评价（学期未注明）,GEB2205,161,F,课程评价.xlsx
legacy:0162c3343ddfcd994ad8dbde5f4b793de69fdbb6,course,cuhksz_course_geb2206,城市生态与保护,"Garelik,Steven Mark · 历史评价（学期未注明）",,Steven超好超可爱！,published,True,"Garelik,Steven Mark",历史评价（学期未注明）,GEB2206,162,D,课程评价.xlsx
legacy:30d5e3806222040ef5f884a5c8f46ff8748e530d,course,cuhksz_course_geb2206,城市生态与保护,"Garelik,Steven Mark · 历史评价（学期未注明）",,Steven人很好的！但就是网课不太方便,published,True,"Garelik,Steven Mark",历史评价（学期未注明）,GEB2206,162,E,课程评价.xlsx
legacy:c1b7eebf2ed48799681e05f1c7950f8a90da159d,course,cuhksz_course_geb2401,GEB2401（课程名称待补充）,yun tianheng · 历史评价（学期未注明）,,38.5,published,True,yun tianheng,历史评价（学期未注明）,GEB2401,163,C,课程评价.xlsx
legacy:156c33d0d76ae514ac014e6f6d4f533b9c45843b,course,cuhksz_course_geb2401,GEB2401（课程名称待补充）,yun tianheng · 历史评价（学期未注明）,,wl不大（比大一上的ITE稍大一些些）。我上的是线上课，老师会上传所有课程视频，需要自己安排时间看完。期末考是开卷的，苯人觉得考试内容和课上内容可以说是毫不相关，再加上本文科生对数据分析没啥感觉，最后“喜提”B-，不过这其中应该有我自己的问题，因为A率还是挺高的，38.5%（2021暑课）。,published,True,yun tianheng,历史评价（学期未注明）,GEB2401,163,D,课程评价.xlsx
legacy:3bb38b7d9cc52c472408c149b561595c5ca17ff8,course,cuhksz_course_geb2401,GEB2401（课程名称待补充）,yun tianheng · 历史评价（学期未注明）,,水中水 水中贵族 （最后excel有点难但仅此而已,published,True,yun tianheng,历史评价（学期未注明）,GEB2401,163,H,课程评价.xlsx
legacy:4795c58cf3f90e72f253c19f471d72218bb2482d,course,cuhksz_course_geb2401,GEB2401（课程名称待补充）,yun tianheng · 历史评价（学期未注明）,,夸×n 认真负责，手写笔记，声音好听，讲课清晰，强推！,published,True,yun tianheng,历史评价（学期未注明）,GEB2401,163,O,课程评价.xlsx
legacy:5f5cee94a60f61ddbcfc3a8522677033f8b130d1,course,cuhksz_course_geb2404,逻辑,Lu Jinming · 历史评价（学期未注明）,,上课贼有意思 讲的很生动 22fall期中分了两场考试 结课很早 无论文无pre tut上要做小组作业 总体来说wl小 可🐛但是给分有点严,published,True,Lu Jinming,历史评价（学期未注明）,GEB2404,164,D,课程评价.xlsx
legacy:ba19ca5f5a5dd02294fccf5cf0d8881b91c48f3d,course,cuhksz_course_geb2404,逻辑,Lu Jinming · 历史评价（学期未注明）,,巨水 wl极小 不用看文章没有paper没有pre 算分的就是三个开卷quiz和participation,published,True,Lu Jinming,历史评价（学期未注明）,GEB2404,164,E,课程评价.xlsx
legacy:e53279d80b56e964073278045395ba002656f065,course,cuhksz_course_geb2404,逻辑,Lu Jinming · 历史评价（学期未注明）,,水，wl小，有意思，好,published,True,Lu Jinming,历史评价（学期未注明）,GEB2404,164,F,课程评价.xlsx
legacy:0009b92e7d4fdb4fea92e349026f2a830082dfb9,course,cuhksz_course_geb2404,逻辑,Lu Jinming · 历史评价（学期未注明）,,我也感觉挺好的，正常听能跟上吧（而且他算讲得慢的了吧，我上的那学期他很爱拖堂，那学期另一个老师讲得好像很快），口音听起来也没啥压力,published,True,Lu Jinming,历史评价（学期未注明）,GEB2404,164,O,课程评价.xlsx
legacy:6587b9f702d22b143d9878b4fe7f1c54351e4c94,course,cuhksz_course_geb2501,砂土到苹果的蜕变——集成电路简介,未注明教师 · 历史评价（学期未注明）,,"wl较小的课，老师也很好，回答问题也很温柔，给分也很nice,",published,True,未注明教师,历史评价（学期未注明）,GEB2501,166,D,课程评价.xlsx
legacy:312a814c81d32e482687cc8562b1b99d82f8361a,course,cuhksz_course_geb3101,揭秘化妆品,未注明教师 · 历史评价（学期未注明）,,有essay吗,published,True,未注明教师,历史评价（学期未注明）,GEB3101,168,D,课程评价.xlsx
legacy:eaa24ec6c2ef31090d420a45ff3cdc011f0148d0,course,cuhksz_course_gec2002,生活中的社会学,蹲韩雨晨教授 不知道是哪门课 · 历史评价（学期未注明）,,首先 这是韩教授的课 你可以闭眼选 其次 这是韩教授的课 你闭眼选都会回来感谢我的 最后 快冲！,published,True,蹲韩雨晨教授 不知道是哪门课,历史评价（学期未注明）,GEC2002,169,D,课程评价.xlsx
legacy:4b11b80a0cfc7f012a9e5a19511e2403a315760e,course,cuhksz_course_gec2107,社会政治科学,Chris · 历史评价（学期未注明）,,老师人很好 给分也不错,published,True,Chris,历史评价（学期未注明）,GEC2107,171,D,课程评价.xlsx
legacy:85231bd0ff26410aa609be4750824c62246ec5c5,course,cuhksz_course_gec2113,流行病：全球史,"Doria, Corinne · 历史评价（学期未注明）",,老师的意大利口音比较重（一词一顿的那种）上lec会略感痛苦，有4选2的不限字数论述题quiz（题目范围覆盖lec和阅读材料），有小组pre（ppt不是最重要但是演讲流畅度很重要，一句总结：祝大家都遇到好队友🌹 ）,published,True,"Doria, Corinne",历史评价（学期未注明）,GEC2113,175,E,课程评价.xlsx
legacy:b3d022402c43ce2102deed7ce03eaf86fdc31e9c,course,cuhksz_course_gec2201,GEC2201（课程名称待补充）,Thomas CARROLL · 历史评价（学期未注明）,,线上课，成绩占比考试、site analysis paper和bb的discussion占比从高到低。wl不算大。考试开卷。就是课堂讨论环节比较多，participation分比较卷,published,True,Thomas CARROLL,历史评价（学期未注明）,GEC2201,178,D,课程评价.xlsx
legacy:7200900f375fd469125de071e3bf5399aac9c9e6,course,cuhksz_course_gec3108,中国文化史,LV Chentong · 历史评价（学期未注明）,,正在上，推荐一波，老师特别好，内容也很有意思！！,published,True,LV Chentong,历史评价（学期未注明）,GEC3108,182,C,课程评价.xlsx
legacy:16fdae519c893676cc1302fb9d1eacc09db71c26,course,cuhksz_course_gec3108,中国文化史,LV Chentong · 历史评价（学期未注明）,,吕老师人很好，内容挺有意思的很多小故事，不过还是有点难度的，quiz很难不过大家都这么觉得,published,True,LV Chentong,历史评价（学期未注明）,GEC3108,182,D,课程评价.xlsx
legacy:b03b20255f6ae079cd5975c720cbaea075929cb4,course,cuhksz_course_gec3111,《三国志》导读,Yang Yanni · 历史评价（学期未注明）,,最好是对文科和三国历史本身就有兴趣的，纯理科生盲目冲会有点痛苦。感兴趣+认真学给分很高。,published,True,Yang Yanni,历史评价（学期未注明）,GEC3111,184,D,课程评价.xlsx
legacy:52b0909a269a16a92ea24d9e32d80cdf3aad1374,course,cuhksz_course_gec3401,社会，社会发展与社会不公平,Boucher Aurelien · 历史评价（学期未注明）,,人很好很好，法国口音略重，A率略低,published,True,Boucher Aurelien,历史评价（学期未注明）,GEC3401,186,D,课程评价.xlsx
legacy:d2e16f414564f64e8586a979cc8801b2cab32ffa,course,cuhksz_course_gec3401,社会，社会发展与社会不公平,Boucher Aurelien · 历史评价（学期未注明）,,快跑,published,True,Boucher Aurelien,历史评价（学期未注明）,GEC3401,186,E,课程评价.xlsx
legacy:d6d282402cc8949feb98c053d36c10d008b833dd,course,cuhksz_course_gec3403,GEC3403（课程名称待补充）,"Ghosh,Gautam · 历史评价（学期未注明）",,38.3(暑）,published,True,"Ghosh,Gautam",历史评价（学期未注明）,GEC3403,188,C,课程评价.xlsx
legacy:5a62cfcfac4062bf03fd3e4d9c21abe4d1f8e84a,course,cuhksz_course_gec3407,消费社会,"Li, Xue Shi · 历史评价（学期未注明）",,修过李女士的社会学导论，感觉她比较喜欢从一个小点衍生出很多拓展讨论，稍微走一下神就容易跟不上。李女士本人属于是很佛但是有时候也很抠细节的老师，以及社会学那节课的final基本上就是每周作业的quiz题目，总体体验还不错。,published,True,"Li, Xue Shi",历史评价（学期未注明）,GEC3407,189,D,课程评价.xlsx
legacy:0ae2eeb767209deacfdb45b983e1a57fe139e2c1,course,cuhksz_course_gec3407,消费社会,"Li, Xue Shi · 历史评价（学期未注明）",,个人感觉老师的英语口音有点重,published,True,"Li, Xue Shi",历史评价（学期未注明）,GEC3407,189,G,课程评价.xlsx
legacy:0670693b7f1116b9faa7fadc960ac5700fe6c110,course,cuhksz_course_ged2003,当代社会的性/别问题,"Han, Yuchen · 历史评价（学期未注明）",,非常好的课 无脑冲 A率给到39.9（顶满了！）,published,True,"Han, Yuchen",历史评价（学期未注明）,GED2003,190,D,课程评价.xlsx
legacy:34d2927d733c313b0fc65b7716b6036f392c73aa,course,cuhksz_course_ged2110,伦理学,"Wang, Qin · 历史评价（学期未注明）",,课程内容比较深，想要学透要花很大功夫，但是讲的很好，给分很fair,published,True,"Wang, Qin",历史评价（学期未注明）,GED2110,192,D,课程评价.xlsx
legacy:4059ab1f8dcc93657f65d9a3d995a3787b04e322,course,cuhksz_course_ged2116,《周易》思想与智慧,BAI Zongrang · 历史评价（学期未注明）,,没上过这门课但是教授真的人很好！（虽然有时候有点无聊哈哈）,published,True,BAI Zongrang,历史评价（学期未注明）,GED2116,193,D,课程评价.xlsx
legacy:80c7c85fbae5fbce46541d2c354b34a9df16b76f,course,cuhksz_course_ged2116,《周易》思想与智慧,BAI Zongrang · 历史评价（学期未注明）,,老师很博学 上课轻松有点无聊,published,True,BAI Zongrang,历史评价（学期未注明）,GED2116,193,E,课程评价.xlsx
legacy:c13a90feaa8dc06ca44b49f79b011d90e4d8a76f,course,cuhksz_course_ged2116,《周易》思想与智慧,BAI Zongrang · 历史评价（学期未注明）,,给分好 中文上课 比较轻松,published,True,BAI Zongrang,历史评价（学期未注明）,GED2116,193,F,课程评价.xlsx
legacy:885b2049196aa04371a0389c8e5dd4ad0838f2e8,course,cuhksz_course_ged2116,《周易》思想与智慧,BAI Zongrang · 历史评价（学期未注明）,,啊真的听不懂,published,True,BAI Zongrang,历史评价（学期未注明）,GED2116,193,G,课程评价.xlsx
legacy:80013bb9bc2688d885fd64877979565fd1465268,course,cuhksz_course_ged2118,中国古代思想家,未注明教师 · 历史评价（学期未注明）,,有点类似于中国哲学史，上课能听到很多新知识，白教授人超好。这门课wl很小，但是写起文章来会比较难受,published,True,未注明教师,历史评价（学期未注明）,GED2118,194,D,课程评价.xlsx
legacy:7a78773bad73853a0df39f95228dc7d58fffbd56,course,cuhksz_course_ged2118,中国古代思想家,未注明教师 · 历史评价（学期未注明）,,wl超级小 一个小组pre 一个tp 一个rj 都是自选主题 内容几乎没什么要求只要跟学的东西有关就行了 亲测上课完全没听 tp和rj都是提前一两晚赶的 最后给了A 非常适合突击型选手的课,published,True,未注明教师,历史评价（学期未注明）,GED2118,194,E,课程评价.xlsx
legacy:919202d56611519cffc88b344dacde995c2734f5,course,cuhksz_course_ged2121,GED2121（课程名称待补充）,John Robert Williams · 历史评价（学期未注明）,,老师很佛系，不卷发言，上个学期就签到了一次，各种形式主义的要求非常少，pre和paper都更看重内容,published,True,John Robert Williams,历史评价（学期未注明）,GED2121,195,C,课程评价.xlsx
legacy:483ce55dc2dbb541afdf5ece94939ba6486f43ac,course,cuhksz_course_ged2122,GED2122（课程名称待补充）,Kluz Christopher · 历史评价（学期未注明）,,Chris人超级好！！但这门课没上过,published,True,Kluz Christopher,历史评价（学期未注明）,GED2122,196,D,课程评价.xlsx
legacy:bdd3d000cb3b03db34793049ae75e1e1e098725b,course,cuhksz_course_ged2122,GED2122（课程名称待补充）,Kluz Christopher · 历史评价（学期未注明）,,很nice！wl不是很大，总之很喜欢他！！都来上,published,True,Kluz Christopher,历史评价（学期未注明）,GED2122,196,E,课程评价.xlsx
legacy:e10f7340ec60fe5c3c5a50e09c2fc62a83989d3a,course,cuhksz_course_ged2122,GED2122（课程名称待补充）,Kluz Christopher · 历史评价（学期未注明）,,wl不大 可冲,published,True,Kluz Christopher,历史评价（学期未注明）,GED2122,196,F,课程评价.xlsx
legacy:9ede933cdcfc7bbf1e5e431b70f4b1b29e4f13ff,course,cuhksz_course_ged2401,GED2401（课程名称待补充）,"Qin, Wang · 历史评价（学期未注明）",,避雷，不要选，会不幸,published,True,"Qin, Wang",历史评价（学期未注明）,GED2401,198,D,课程评价.xlsx
legacy:a4477f3a3edf4239adce0bd12121b1dd2123a0ba,course,cuhksz_course_ged2401,GED2401（课程名称待补充）,"Qin, Wang · 历史评价（学期未注明）",,我觉得挺好，喜欢伦理哲学和进行理论思考的会觉得很有趣，王沁老师也很有趣很可爱，注意一下这是“元（meta）伦理学”不是“伦理学”！,published,True,"Qin, Wang",历史评价（学期未注明）,GED2401,198,E,课程评价.xlsx
legacy:ad7965a4d5df9e35eb3b584cd8192ccfa37cd959,course,cuhksz_course_ged3309,西方与中国诗歌中的「爱情」问题,"Liu, Kuanyen · 历史评价（学期未注明）",,个人觉得是比较没意思的课，老师学识丰富但我觉得不太会讲课。上课内容仅局限在文本本身，基本不给学生自由拓展想法的空间。和大多数人想的可以再课上大谈爱情看法绝对不一样。但老师给分很好a率将近四十。不过wl也不小，两场两个小时的考试，关于上课讲过的文本内容，四千字左右的tp。,published,True,"Liu, Kuanyen",历史评价（学期未注明）,GED3309,201,E,课程评价.xlsx
legacy:4cc363880339503e0a16098f22683fa00a875b99,course,cuhksz_course_gfh1000,与人文对话,Christopher Kluz · 历史评价（学期未注明）,,怎么样呀,published,True,Christopher Kluz,历史评价（学期未注明）,GFH1000,202,C,课程评价.xlsx
legacy:c6195d3231ec386750c3d480642c00602a722991,course,cuhksz_course_gfh1000,与人文对话,Christopher Kluz · 历史评价（学期未注明）,,很好！！上课大家氛围很好，给分也很不错,published,True,Christopher Kluz,历史评价（学期未注明）,GFH1000,202,D,课程评价.xlsx
legacy:cbe76e2989418e726b1e98b6d390bde235a8c287,course,cuhksz_course_gfh1000,与人文对话,未注明教师 · 历史评价（学期未注明）,,口音直接把我送走了，一节课听不懂一句完整的话,published,True,未注明教师,历史评价（学期未注明）,GFH1000,203,D,课程评价.xlsx
legacy:505596155029c7be4ff4dc8716a64347311c061b,course,cuhksz_course_gfh1000,与人文对话,未注明教师 · 历史评价（学期未注明）,,意大利口音真的重 lec会比较注意控制语速比较容易听懂，tut就全靠造化。但是人很好很nice，quiz考的比较细节,published,True,未注明教师,历史评价（学期未注明）,GFH1000,203,E,课程评价.xlsx
legacy:f35063b09aef7e811165690ac2ecfa71a55b6b2b,course,cuhksz_course_gfh1000,与人文对话,Corinne Doria · 历史评价（学期未注明）,,课程有趣，给分还可//// 强推！！！,published,True,Corinne Doria,历史评价（学期未注明）,GFH1000,204,D,课程评价.xlsx
legacy:883c99756d588520ee53d8fcd6bce88782102cbd,course,cuhksz_course_gfh1000,与人文对话,Corinne Doria · 历史评价（学期未注明）,,老邓yyds!,published,True,Corinne Doria,历史评价（学期未注明）,GFH1000,204,E,课程评价.xlsx
legacy:848f710247d09c35a46a5412a66acb9166d6ab91,course,cuhksz_course_gfh1000,与人文对话,Corinne Doria · 历史评价（学期未注明）,,任何人不上扬舟的课 我都会伤心！！！！！真的会带给人很多启发和思考！！！老邓真的很好很好（流泪了,published,True,Corinne Doria,历史评价（学期未注明）,GFH1000,204,F,课程评价.xlsx
legacy:e55056150f4a55be03022b04c07d48d41144ad29,course,cuhksz_course_gfh1000,与人文对话,Corinne Doria · 历史评价（学期未注明）,,人好上课有意思，上学期pre是线上录制不占用课堂时间，跟着他真的能思考一些之前的思维盲区,published,True,Corinne Doria,历史评价（学期未注明）,GFH1000,204,H,课程评价.xlsx
legacy:0ecd504e534835eac900a8754701c2faab54399f,course,cuhksz_course_gfh1000,与人文对话,John Robert William · 历史评价（学期未注明）,,A率好看,published,True,John Robert William,历史评价（学期未注明）,GFH1000,205,C,课程评价.xlsx
legacy:c3539bce888caee50c7219a8fd3d0ef4f65088a1,course,cuhksz_course_gfh1000,与人文对话,John Robert William · 历史评价（学期未注明）,,佛系老师，只要主动找他officehour答疑，quiz好好做就行了,published,True,John Robert William,历史评价（学期未注明）,GFH1000,205,D,课程评价.xlsx
legacy:929bbdf1134d2df55a024efad6be248bc320c674,course,cuhksz_course_gfh1000,与人文对话,John Robert William · 历史评价（学期未注明）,,emm个人觉得不算好，我们都下课直接问,published,True,John Robert William,历史评价（学期未注明）,GFH1000,205,E,课程评价.xlsx
legacy:d39572fe2cda7d7e8b33e1bf8c2b1a51a4da3347,course,cuhksz_course_gfh1000,与人文对话,Liu Kuanyen · 历史评价（学期未注明）,,球球老师评价,published,True,Liu Kuanyen,历史评价（学期未注明）,GFH1000,206,C,课程评价.xlsx
legacy:0157713203ff57b3bafa6b84b0551e605e688efd,course,cuhksz_course_gfh1000,与人文对话,Liu Kuanyen · 历史评价（学期未注明）,,避雷！老师人品有问题,published,True,Liu Kuanyen,历史评价（学期未注明）,GFH1000,206,E,课程评价.xlsx
legacy:cff0a85b8428144060b106d1065c8e75683e3ddf,course,cuhksz_course_gfh1000,与人文对话,Liu Kuanyen · 历史评价（学期未注明）,,同感。感觉他上课莫名很让人反感。所以ad周就退课了,published,True,Liu Kuanyen,历史评价（学期未注明）,GFH1000,206,F,课程评价.xlsx
legacy:c06f0a561f634d1136897478a8e1962b096ec41f,course,cuhksz_course_gfh1000,与人文对话,Qin，Wang · 历史评价（学期未注明）,,人很好，讲课很有趣,published,True,Qin，Wang,历史评价（学期未注明）,GFH1000,207,C,课程评价.xlsx
legacy:a15c7598e82c6d6f1b4fa6522c47e9a2f9c81074,course,cuhksz_course_gfh1000,与人文对话,Qin，Wang · 历史评价（学期未注明）,,上过他的gfn，老师很强也蛮严格的。给分不好不坏吧。,published,True,Qin，Wang,历史评价（学期未注明）,GFH1000,207,D,课程评价.xlsx
legacy:70efed6304bbafcf1294cc81f81dbda84b7cbf04,course,cuhksz_course_gfh1000,与人文对话,Qin，Wang · 历史评价（学期未注明）,,速跑，这老师人品巨差。疫情期间返校期间卡你邮件不回，举报，还扣出勤分。一生雷。,published,True,Qin，Wang,历史评价（学期未注明）,GFH1000,207,E,课程评价.xlsx
legacy:b4ec170774c848c51eb5678890e54700ce415d55,course,cuhksz_course_gfh1000,与人文对话,Qin，Wang · 历史评价（学期未注明）,,我感觉老师人挺好的呀，quiz的wl相对较小12选8次，但是paper给分严格。但是线下答疑很耐心人也很好，上课很有趣！,published,True,Qin，Wang,历史评价（学期未注明）,GFH1000,207,F,课程评价.xlsx
